#grid_code,cokey,mukey,musym,comppct_r,taxorder,tfact,albedodry_r,slope_r,layernum
6972,700125:1074651,700125,488,85,Aridisols,2,0.230000004,6,5
7008,700182:1074713,700182,360,85,Mollisols,3,0.230000004,2,5
7011,700183:1074716,700183,361,85,Mollisols,3,0.230000004,6,5
6796,700265:1074768,700265,393,85,Mollisols,4,0.159999996,4,5
6888,700268:1074777,700268,394,85,Mollisols,4,0.159999996,12,5
6971,700280:1074822,700280,464,55,Mollisols,3,0.230000004,17,5
6911,700281:1074828,700281,465,50,Mollisols,3,0.230000004,45,5
6790,700286:1074837,700286,184,45,Mollisols,3,0.230000004,50,5
6932,700287:1074840,700287,132,80,Mollisols,4,0.230000004,4,5
7078,700288:1074841,700288,133,80,Mollisols,4,0.230000004,12,5
6936,700295:1074855,700295,143,35,Mollisols,3,0.230000004,38,5
6852,700432:1075047,700432,76,85,Mollisols,4,0.230000004,4,5
6900,700441:1075059,700441,78,35,Mollisols,4,0.230000004,4,5
7081,700448:1075072,700448,49,80,Mollisols,2,0.230000004,12,5
7059,700449:1075073,700449,50,80,Mollisols,2,0.230000004,23,5
7090,700460:1075078,700460,48,80,Mollisols,2,0.230000004,6,5
7054,700541:1075312,700541,358,85,Mollisols,2,0.230000004,4,5
7055,700591:1075351,700591,349,85,Mollisols,5,0.230000004,4,5
7149,700593:1075352,700593,350,85,Mollisols,5,0.230000004,12,5
6935,700661:1075381,700661,325,50,Mollisols,3,0.230000004,4,5
7021,700662:1075383,700662,326,60,Mollisols,3,0.230000004,19,5
7077,700668:1075392,700668,136,45,Mollisols,4,0.230000004,12,5
7069,700671:1075394,700671,137,35,Mollisols,4,0.230000004,23,5
7152,700675:1075397,700675,292,35,Mollisols,4,0.230000004,6,5
7158,700677:1075402,700677,293,35,Mollisols,4,0.230000004,12,5
6808,700687:1075439,700687,121,50,Mollisols,5,0.230000004,9,5
6856,700690:1075453,700690,122,55,Mollisols,5,0.230000004,23,5
6820,700692:1075460,700692,123,50,Mollisols,5,0.230000004,38,5
7126,700695:1075474,700695,408,85,Mollisols,2,0.230000004,4,5
7119,700696:1075477,700696,409,85,Mollisols,2,0.230000004,12,5
7153,700697:1075479,700697,410,85,Mollisols,2,0.230000004,23,5
7194,700707:1075501,700707,236,40,Alfisols,3,0.230000004,6,5
7177,700708:1075504,700708,237,40,Alfisols,4,0.230000004,12,5
7201,700709:1075507,700709,41,90,Mollisols,5,0.230000004,4,5
7211,700710:1075509,700710,42,80,Mollisols,4,0.230000004,4,5
7217,700711:1075512,700711,43,80,Mollisols,4,0.230000004,12,5
7227,700714:1075515,700714,70,45,Alfisols,4,0.230000004,9,5
7204,700928:1075518,700928,239,85,Mollisols,2,0.230000004,6,5
7203,700929:1075519,700929,240,85,Mollisols,2,0.230000004,12,5
7213,700932:1075521,700932,241,75,Mollisols,2,0.230000004,6,5
7235,700934:1075523,700934,242,70,Mollisols,2,0.230000004,12,5
7092,701059:1075530,701059,68,35,Mollisols,3,0.230000004,6,5
4696,70108:97596,70108,McC,100,Andisols,3,0.370000005,8,5
4553,70109:97598,70109,McE,100,Andisols,3,0.370000005,25,5
4676,70110:97599,70110,McF,100,Andisols,3,0.370000005,50,5
4695,70111:97600,70111,MdE,55,Andisols,3,0.370000005,28,5
7093,701162:1075535,701162,69,35,Mollisols,3,0.230000004,12,5
4667,70136:97633,70136,NeE,100,Alfisols,5,0.230000004,25,5
4708,70137:97634,70137,NeF,100,Alfisols,5,0.230000004,50,5
7193,701373:1075558,701373,290,45,Mollisols,4,0.230000004,12,5
7202,701374:1075562,701374,291,40,Mollisols,4,0.230000004,23,5
4564,70138:97635,70138,NlD,100,Andisols,2,0.300000012,15,5
4577,70139:97637,70139,NlE,100,Andisols,2,0.300000012,38,5
4608,70140:97638,70140,NlF,100,Andisols,2,0.300000012,55,5
4604,70141:97639,70141,NnD,100,Andisols,2,0.300000012,13,5
4583,70142:97640,70142,NnF,100,Andisols,2,0.300000012,45,5
4566,70143:97641,70143,NoE,100,Andisols,2,0.300000012,25,5
4609,70144:97643,70144,NrE,50,Andisols,2,0.300000012,28,5
6867,701747:1075577,701747,324,35,Mollisols,3,0.230000004,2,5
6904,701763:1075606,701763,473,85,Mollisols,4,0.159999996,4,5
6906,701764:1075607,701764,474,85,Mollisols,4,0.159999996,12,5
7019,701774:1075620,701774,402,35,Mollisols,4,0.159999996,45,5
6959,701775:1075623,701775,401,40,Mollisols,4,0.159999996,8,5
6980,701776:1075626,701776,398,45,Mollisols,4,0.159999996,6,5
6958,701778:1075629,701778,399,45,Mollisols,4,0.159999996,12,5
6985,701779:1075632,701779,400,45,Mollisols,4,0.159999996,23,5
6930,701782:1075639,701782,397,45,Mollisols,3,0.159999996,8,5
6949,701784:1075645,701784,338,50,Mollisols,3,0.159999996,10,5
4592,70191:97712,70191,TnE,100,Andisols,5,0.230000004,25,5
4560,70192:97713,70192,TnF,100,Andisols,5,0.230000004,50,5
4556,70193:97714,70193,ToF,55,Andisols,5,0.230000004,50,5
4593,70194:97716,70194,TrE,55,Andisols,5,0.230000004,28,5
4131,70223:97752,70223,11,85,Mollisols,4,0.159999996,17,5
4129,70234:97753,70234,12,85,Mollisols,4,0.159999996,17,5
4152,70245:97754,70245,13,45,Mollisols,4,0.159999996,17,5
3939,70285:97983,70285,166,85,Mollisols,3,0.230000004,13,5
3836,70286:97984,70286,167,85,Mollisols,3,0.230000004,48,5
3938,70287:97985,70287,168,85,Mollisols,3,0.230000004,15,5
4068,70295:97992,70295,175,85,Mollisols,4,0.230000004,13,5
4013,70296:97993,70296,176,85,Mollisols,4,0.230000004,30,5
4084,70325:98026,70325,201,80,Inceptisols,2,0.230000004,30,5
3986,70326:98027,70326,202,80,Inceptisols,2,0.230000004,53,5
4078,70329:98030,70329,205,85,Alfisols,3,0.159999996,10,5
4076,70330:98031,70330,206,85,Alfisols,3,0.159999996,30,5
4085,70331:98032,70331,207,80,Alfisols,3,0.159999996,30,5
3669,70348:98050,70348,222,85,Inceptisols,5,0.230000004,13,5
3656,70349:98051,70349,223,85,Inceptisols,5,0.230000004,30,5
3637,70350:98052,70350,224,85,Inceptisols,5,0.230000004,53,5
3697,70351:98053,70351,225,40,Inceptisols,5,0.230000004,18,5
3741,70352:98056,70352,226,40,Inceptisols,5,0.230000004,48,5
3694,70353:98059,70353,227,65,Inceptisols,5,0.230000004,30,5
3649,70354:98061,70354,228,65,Inceptisols,5,0.230000004,53,5
3812,70365:98076,70365,238,85,Alfisols,5,0.300000012,3,5
4048,70366:98079,70366,239,85,Alfisols,5,0.300000012,10,5
3983,70369:98081,70369,241,85,Alfisols,5,0.300000012,40,5
3857,70392:98106,70392,262,80,Mollisols,4,0.230000004,14,5
3924,70393:98107,70393,263,80,Mollisols,4,0.230000004,45,5
3823,70394:98108,70394,264,60,Mollisols,4,0.230000004,14,5
3843,70395:98110,70395,265,60,Mollisols,4,0.230000004,45,5
3966,70396:98112,70396,266,45,Mollisols,4,0.230000004,48,5
6926,704106:1076712,704106,341,35,Mollisols,3,0.159999996,28,5
6887,704110:1076724,704110,146,30,Mollisols,3,0.230000004,12,5
6863,704113:1076736,704113,77,50,Mollisols,4,0.230000004,15,5
6865,704115:1076743,704115,10,30,Mollisols,4,0.230000004,15,5
6854,704118:1076751,704118,339,40,Mollisols,3,0.159999996,8,5
7240,704121:1076761,704121,212,40,Mollisols,2,0.230000004,45,5
7229,704123:1076768,704123,216,45,Mollisols,2,0.230000004,9,5
7229,704123:1076769,704123,216,45,Mollisols,4,0.300000012,9,5
7225,704124:1076770,704124,211,35,Mollisols,2,0.230000004,17,5
7228,704125:1076773,704125,217,50,Mollisols,2,0.230000004,23,5
4144,70420:98143,70420,288,85,Alfisols,3,0.230000004,3,5
6791,704242:1076782,704242,126,40,Mollisols,5,0.230000004,45,5
6816,704244:1076788,704244,124,50,Mollisols,5,0.230000004,35,5
3876,70440:98169,70440,305,85,Alfisols,4,0.230000004,10,5
3991,70441:98172,70441,306,85,Alfisols,4,0.230000004,30,5
3666,70442:98173,70442,307,45,Inceptisols,3,0.300000012,13,5
3632,70443:98175,70443,308,45,Inceptisols,3,0.300000012,30,5
3674,70444:98177,70444,309,45,Inceptisols,3,0.300000012,53,5
3638,70446:98179,70446,310,30,Inceptisols,3,0.300000012,30,5
3638,70446:98180,70446,310,30,Inceptisols,3,0.300000012,30,5
7156,704468:1076819,704468,411,85,Mollisols,2,0.230000004,2,5
7151,704469:1076820,704469,412,85,Mollisols,2,0.230000004,6,5
3660,70447:98182,70447,311,30,Inceptisols,3,0.300000012,53,5
3660,70447:98183,70447,311,30,Inceptisols,3,0.300000012,53,5
7157,704470:1076821,704470,413,85,Mollisols,2,0.230000004,12,5
7131,704472:1076824,704472,423,40,Mollisols,2,0.230000004,6,5
7136,704473:1076827,704473,424,40,Mollisols,2,0.230000004,12,5
7148,704474:1076831,704474,425,35,Mollisols,2,0.230000004,23,5
7179,704475:1076834,704475,420,50,Mollisols,2,0.230000004,6,5
7147,704476:1076859,704476,421,50,Mollisols,2,0.230000004,12,5
3865,70459:98204,70459,322,80,Inceptisols,4,0.230000004,30,5
3859,70460:98205,70460,323,80,Inceptisols,4,0.230000004,53,5
4002,70461:98206,70461,324,80,Inceptisols,3,0.230000004,30,5
4011,70462:98207,70462,325,80,Inceptisols,3,0.230000004,53,5
3960,70464:98209,70464,327,90,Mollisols,2,0.230000004,4,5
4042,70467:97791,70467,33,85,Mollisols,4,0.230000004,53,5
3863,70491:98237,70491,351,85,Mollisols,5,0.230000004,4,5
3798,70492:98238,70492,352,85,Mollisols,5,0.230000004,19,5
4083,70525:98281,70525,382,85,Alfisols,2,0.230000004,13,5
4077,70527:98283,70527,384,45,Alfisols,2,0.230000004,30,5
4119,70558:98329,70558,411,80,Mollisols,5,0.090000004,2,5
4037,70629:98414,70629,476,85,Mollisols,4,0.159999996,13,5
4041,70631:98419,70631,478,50,Mollisols,4,0.159999996,48,5
4100,70656:97813,70656,50,85,Alfisols,4,0.230000004,30,5
3959,70660:98459,70660,503,85,Mollisols,3,0.230000004,4,5
3821,70661:98460,70661,504,85,Mollisols,3,0.230000004,12,5
4064,70667:97814,70667,51,85,Alfisols,4,0.230000004,20,5
3852,70669:98467,70669,511,80,Mollisols,5,0.159999996,53,5
4101,70675:98474,70675,517,80,Inceptisols,3,0.230000004,30,5
4086,70676:98475,70676,518,80,Inceptisols,3,0.230000004,53,5
4112,70677:98476,70677,519,80,Inceptisols,3,0.230000004,30,5
4111,70678:97817,70678,52,85,Alfisols,4,0.230000004,10,5
4089,70679:98477,70679,520,80,Inceptisols,3,0.230000004,53,5
3973,70685:98484,70685,526,80,Mollisols,2,0.230000004,19,5
3972,70686:98485,70686,527,80,Mollisols,2,0.230000004,48,5
4063,70689:97818,70689,53,85,Alfisols,4,0.230000004,30,5
4001,70696:97826,70696,59,85,Inceptisols,4,0.230000004,30,5
3903,70698:97827,70698,60,85,Inceptisols,4,0.230000004,53,5
4067,70699:97828,70699,61,85,Inceptisols,4,0.230000004,30,5
4065,70700:97829,70700,62,85,Inceptisols,4,0.230000004,53,5
3775,70716:97846,70716,77,45,Inceptisols,3,0.159999996,13,5
3731,70717:97848,70717,78,45,Inceptisols,3,0.159999996,30,5
3667,70718:97850,70718,79,45,Inceptisols,3,0.159999996,53,5
4025,70720:97852,70720,80,85,Inceptisols,3,0.159999996,13,5
4029,70721:97853,70721,81,85,Inceptisols,3,0.159999996,30,5
4105,70722:97854,70722,82,85,Inceptisols,3,0.159999996,53,5
4115,70723:97855,70723,83,65,Inceptisols,3,0.159999996,18,5
3888,70724:97859,70724,84,35,Inceptisols,3,0.159999996,48,5
4028,70732:97872,70732,91,85,Mollisols,5,0.159999996,14,5
5275,70760:130108,70760,201,30,Aridisols,3,0.230000004,9,5
5240,70781:98677,70781,115,35,Mollisols,3,0.230000004,38,5
5111,70784:98684,70784,118,50,Aridisols,2,0.230000004,9,5
5172,70792:98700,70792,126,75,Mollisols,3,0.230000004,23,5
5156,70793:98701,70793,127,75,Mollisols,3,0.230000004,38,5
5265,70794:98702,70794,128,45,Mollisols,3,0.230000004,23,5
5145,70795:98704,70795,129,45,Mollisols,3,0.230000004,23,5
5134,70796:98706,70796,130,45,Mollisols,3,0.230000004,38,5
5237,70806:98722,70806,140,35,Aridisols,1,0.300000012,8,5
5193,70812:98728,70812,146,50,Aridisols,3,0.230000004,9,5
5205,70813:98730,70813,147,50,Aridisols,3,0.230000004,23,5
5142,70814:98732,70814,148,40,Aridisols,3,0.230000004,38,5
5167,70816:98736,70816,150,35,Mollisols,2,0.159999996,23,5
5180,70817:98739,70817,151,35,Mollisols,2,0.159999996,38,5
5147,70818:98742,70818,152,45,Mollisols,2,0.159999996,23,5
5179,70819:98744,70819,153,45,Mollisols,2,0.159999996,38,5
5305,70820:98746,70820,154,45,Mollisols,2,0.159999996,55,5
5216,70823:98750,70823,157,35,Mollisols,1,0.230000004,4,5
5199,70824:98753,70824,158,35,Mollisols,1,0.230000004,10,5
5105,70869:98499,70869,21,75,Mollisols,3,0.230000004,13,5
5204,70870:98500,70870,22,75,Mollisols,3,0.230000004,23,5
5277,70871:98501,70871,23,35,Mollisols,3,0.230000004,9,5
5126,70872:98504,70872,24,35,Mollisols,3,0.230000004,23,5
5212,70873:98507,70873,25,75,Mollisols,2,0.159999996,23,5
5210,70874:98508,70874,26,75,Mollisols,2,0.159999996,53,5
5233,70875:98509,70875,27,45,Mollisols,2,0.159999996,23,5
5244,70935:98542,70935,46,75,Mollisols,2,0.230000004,23,5
5218,70945:98543,70945,47,75,Mollisols,2,0.230000004,38,5
5238,71061:98571,71061,63,75,Aridisols,2,0.300000012,4,5
5153,71070:98572,71070,64,75,Aridisols,2,0.300000012,8,5
5235,71123:98582,71123,70,45,Aridisols,3,0.230000004,9,5
5221,71214:98607,71214,79,40,Mollisols,1,0.230000004,9,5
5109,71241:98627,71241,91,35,Aridisols,1,0.230000004,9,5
5301,71267:902117,71267,212,100,Mollisols,2,0.230000004,4,5
5308,71269:902128,71269,214,100,Mollisols,2,0.230000004,12,5
8327,71551:99387,71551,138,75,Aridisols,3,0.230000004,1,5
8238,71553:99388,71553,139,75,Aridisols,3,0.230000004,4,5
8389,71554:99184,71554,14,75,Aridisols,3,0.230000004,1,5
8372,71569:99401,71569,147,75,Aridisols,3,0.230000004,1,5
8185,71570:99403,71570,148,75,Aridisols,3,0.230000004,4,5
8267,71571:99405,71571,149,75,Aridisols,3,0.230000004,8,5
8275,71574:99407,71574,150,75,Aridisols,3,0.230000004,13,5
8225,71576:99409,71576,151,75,Aridisols,3,0.230000004,20,5
8337,71626:99453,71626,181,85,Aridisols,2,0.300000012,1,5
8291,71628:99454,71628,182,85,Aridisols,2,0.300000012,4,5
8313,71670:99486,71670,207,90,Aridisols,3,0.300000012,1,5
8380,71715:99210,71715,32,85,Entisols,4,0.230000004,5,5
8322,71778:99239,71778,51,75,Aridisols,2,0.230000004,5,5
8341,71833:99266,71833,67,75,Aridisols,4,0.230000004,1,5
8240,71835:99268,71835,68,75,Aridisols,4,0.230000004,4,5
8342,71843:99270,71843,69,75,Aridisols,4,0.230000004,8,5
8247,71864:99278,71864,75,40,Aridisols,4,0.230000004,10,5
2195,72139:100037,72139,112,80,Andisols,5,0.300000012,18,5
2214,72140:100040,72140,113,80,Andisols,5,0.300000012,48,5
2261,72141:100043,72141,114,80,Andisols,5,0.300000012,78,5
2229,72291:100392,72291,214,75,Andisols,5,0.230000004,48,5
2205,72365:100526,72365,248,80,Mollisols,3,0.230000004,18,5
2204,72370:100529,72370,249,80,Mollisols,3,0.230000004,48,5
2178,72514:99806,72514,48,75,Entisols,5,0.300000012,15,5
2291,72743:99913,72743,79,80,Ultisols,4,0.230000004,18,5
2243,72745:99916,72745,80,80,Ultisols,4,0.230000004,48,5
2086,72847:99932,72847,85,75,Inceptisols,3,0.230000004,18,5
2099,72853:99936,72853,86,75,Inceptisols,3,0.230000004,48,5
2132,72859:99940,72859,87,65,Inceptisols,3,0.230000004,48,5
2084,72878:99944,72878,88,65,Inceptisols,3,0.230000004,78,5
2271,72896:99967,72896,94,80,Alfisols,5,0.230000004,23,5
2253,72903:99971,72903,95,80,Alfisols,5,0.230000004,45,5
5888,73334:101075,73334,CwB,100,Mollisols,2,0.230000004,6,5
5885,73335:101076,73335,CwC,100,Mollisols,2,0.230000004,12,5
5883,73336:101077,73336,CwD,100,Mollisols,2,0.230000004,20,5
5889,73337:101078,73337,CwE,100,Mollisols,2,0.230000004,35,5
5880,73338:101079,73338,CwF,100,Mollisols,2,0.230000004,55,5
3019,73452:101212,73452,14,40,Spodosols,5,0.230000004,8,5
3021,73462:101234,73462,23,100,Spodosols,5,0.230000004,8,5
3006,73463:101236,73463,24,100,Spodosols,5,0.230000004,23,5
3007,73475:101255,73475,32,85,Inceptisols,3,0.230000004,3,5
3027,73476:101258,73476,33,50,Inceptisols,3,0.230000004,3,5
3032,73487:101282,73487,42,85,Inceptisols,3,0.230000004,3,5
3038,73513:101335,73513,64,35,Inceptisols,3,0.230000004,3,5
2320,73639:101447,73639,44,90,Andisols,3,0.159999996,5,5
71,73898:102284,73898,103,100,Spodosols,3,0.370000005,8,5
100,73899:102285,73899,104,100,Spodosols,3,0.370000005,23,5
139,73900:102287,73900,105,100,Spodosols,3,0.370000005,48,5
269,73914:102311,73914,118,100,Spodosols,4,0.300000012,18,5
123,73940:102350,73940,141,100,Spodosols,2,0.300000012,19,5
13,73941:102351,73941,142,100,Spodosols,2,0.300000012,48,5
204,73942:102352,73942,143,100,Spodosols,3,0.300000012,19,5
48,73943:102353,73943,144,100,Spodosols,3,0.300000012,48,5
36,73944:102355,73944,145,50,Spodosols,2,0.300000012,60,5
75,73985:102432,73985,182,100,Spodosols,3,0.230000004,15,5
52,73986:102435,73986,183,100,Spodosols,3,0.230000004,48,5
270,74016:102141,74016,21,100,Andisols,3,0.300000012,19,5
182,74018:102502,74018,211,100,Inceptisols,3,0.230000004,18,5
192,74019:102504,74019,212,100,Inceptisols,3,0.230000004,48,5
267,74027:102142,74027,22,100,Andisols,3,0.300000012,48,5
99,74059:102581,74059,249,100,Spodosols,5,0.300000012,19,5
70,74061:102583,74061,250,100,Spodosols,5,0.300000012,48,5
200,74062:102584,74062,251,100,Spodosols,4,0.300000012,48,5
262,74074:102608,74074,262,100,Spodosols,4,0.230000004,23,5
263,74075:102609,74075,263,100,Spodosols,4,0.230000004,48,5
29,74105:102162,74105,34,100,Spodosols,3,0.230000004,8,5
81,74106:102165,74106,35,100,Spodosols,3,0.370000005,23,5
103,74107:102168,74107,36,100,Spodosols,3,0.370000005,48,5
66,74108:102169,74108,37,100,Spodosols,3,0.370000005,8,5
130,74109:102172,74109,38,100,Spodosols,3,0.370000005,23,5
50,74111:102109,74111,4,100,Spodosols,3,0.370000005,19,5
20,74122:102111,74122,5,100,Spodosols,3,0.370000005,48,5
79,74133:102112,74133,6,100,Spodosols,3,0.370000005,78,5
82,74144:102113,74144,7,45,Spodosols,3,0.370000005,68,5
138,74147:102236,74147,72,100,Spodosols,2,0.230000004,19,5
1,74148:102237,74148,73,100,Spodosols,2,0.230000004,48,5
14,74156:102246,74156,80,100,Spodosols,4,0.370000005,19,5
15,74157:102247,74157,81,100,Spodosols,4,0.370000005,48,5
92,74158:102248,74158,82,100,Spodosols,4,0.370000005,78,5
132,74159:102249,74159,83,45,Spodosols,4,0.370000005,68,5
42,74169:102264,74169,92,100,Spodosols,4,0.370000005,19,5
39,74170:102266,74170,93,100,Spodosols,4,0.370000005,48,5
197,74173:102272,74173,96,100,Spodosols,3,0.300000012,15,5
196,74174:102275,74174,97,100,Spodosols,3,0.300000012,48,5
1647,74244:103007,74244,100,100,Inceptisols,3,0.230000004,48,5
1648,74245:103008,74245,101,100,Inceptisols,3,0.230000004,78,5
1651,74246:103009,74246,102,65,Inceptisols,3,0.230000004,48,5
1640,74247:103011,74247,103,65,Inceptisols,3,0.230000004,78,5
1536,74254:102827,74254,11,100,Andisols,3,0.300000012,19,5
1531,74265:102828,74265,12,100,Andisols,3,0.300000012,48,5
1549,74276:102830,74276,13,100,Andisols,3,0.300000012,78,5
1521,74283:103095,74283,135,90,Andisols,2,0.370000005,4,5
1545,74288:102831,74288,14,60,Andisols,3,0.300000012,48,5
1529,74299:102833,74299,15,60,Andisols,3,0.300000012,78,5
1666,74300:103133,74300,150,100,Spodosols,3,0.300000012,17,5
1676,74301:103136,74301,151,100,Spodosols,3,0.300000012,48,5
1560,74327:103194,74327,175,100,Inceptisols,3,0.230000004,19,5
1562,74328:103196,74328,176,100,Inceptisols,3,0.230000004,48,5
1517,74360:103258,74360,204,100,Entisols,3,0.230000004,2,5
1566,74423:102858,74423,31,100,Spodosols,3,0.370000005,19,5
1564,74424:102860,74424,32,100,Spodosols,3,0.370000005,48,5
1577,74425:102861,74425,33,100,Spodosols,3,0.370000005,78,5
1601,74426:102862,74426,34,100,Spodosols,3,0.370000005,48,5
1677,74427:102863,74427,35,100,Spodosols,3,0.370000005,78,5
1580,74429:102866,74429,37,95,Spodosols,4,0.370000005,19,5
1594,74430:102869,74430,38,100,Spodosols,4,0.370000005,48,5
1565,74431:102870,74431,39,60,Spodosols,3,0.370000005,48,5
1571,74433:102873,74433,40,60,Spodosols,3,0.370000005,78,5
1662,74434:102876,74434,41,60,Spodosols,3,0.370000005,48,5
1641,74498:103006,74498,99,100,Inceptisols,3,0.230000004,19,5
1384,74700:103736,74700,39A,85,Entisols,5,0.300000012,1,5
490,74794:104099,74794,160,100,Andisols,3,0.370000005,17,5
439,74795:104101,74795,161,100,Andisols,3,0.370000005,48,5
532,74796:104102,74796,162,50,Andisols,3,0.370000005,38,5
442,74797:104105,74797,163,70,Andisols,3,0.370000005,17,5
450,74798:104108,74798,164,50,Andisols,3,0.370000005,48,5
429,74829:103859,74829,43,100,Spodosols,3,0.439999998,17,5
416,74830:103861,74830,44,100,Spodosols,3,0.439999998,48,5
419,74831:103862,74831,45,70,Spodosols,3,0.439999998,48,5
422,74851:103896,74851,63,100,Alfisols,4,0.370000005,50,5
421,74871:103923,74871,81,100,Spodosols,3,0.300000012,48,5
307,74920:104211,74920,35,100,Spodosols,3,0.370000005,8,5
319,74921:104213,74921,36,100,Spodosols,3,0.370000005,23,5
326,74922:104214,74922,37,60,Spodosols,3,0.370000005,48,5
923,75048:104778,75048,165,85,Spodosols,3,0.300000012,1,5
908,75110:104474,75110,48,85,Inceptisols,4,0.300000012,5,5
1073,75115:104486,75115,52,50,Inceptisols,4,0.300000012,13,5
5708,75336:105135,75336,123,50,Andisols,5,0.230000004,55,5
5736,75338:105137,75338,124,50,Andisols,5,0.230000004,43,5
5649,75392:104976,75392,22,80,Mollisols,5,0.090000004,2,5
5615,75396:104979,75396,24,85,Mollisols,5,0.159999996,10,5
5610,75398:104980,75398,25,85,Mollisols,5,0.159999996,50,5
5599,75403:104981,75403,26,45,Mollisols,5,0.159999996,35,5
5702,75408:104986,75408,28,85,Andisols,5,0.230000004,40,5
5722,75410:104987,75410,29,85,Andisols,5,0.230000004,63,5
5622,75414:104988,75414,30,35,Andisols,5,0.230000004,43,5
5720,75415:104991,75415,31,50,Mollisols,4,0.159999996,43,5
5721,75431:104993,75431,32,35,Mollisols,4,0.159999996,17,5
5623,75531:105027,75531,55,50,Alfisols,3,0.230000004,30,5
5635,75537:105029,75537,56,50,Alfisols,3,0.230000004,55,5
5657,75661:105074,75661,82,85,Andisols,5,0.230000004,20,5
5673,75670:105075,75670,83,85,Andisols,5,0.230000004,43,5
5730,75672:105076,75672,84,85,Andisols,5,0.230000004,73,5
5689,75681:105078,75681,86,90,Mollisols,5,0.090000004,9,5
5729,75702:105100,75702,98,85,Andisols,2,0.159999996,3,5
860,75718:1565155,75718,410,60,Inceptisols,2,0.300000012,50,5
632,75728:1564937,75728,105,65,Inceptisols,5,0.370000005,20,5
637,75730:105191,75730,101,60,Inceptisols,5,0.370000005,25,5
875,75741:1565197,75741,388,50,Mollisols,5,0.159999996,50,5
622,75744:1563572,75744,222,80,Andisols,3,0.439999998,25,5
629,75745:1563564,75745,221,85,Andisols,3,0.439999998,8,5
806,75747:1565040,75747,414,85,Mollisols,2,0.159999996,50,5
737,75748:1565122,75748,415,50,Mollisols,2,0.159999996,25,5
680,75750:1563803,75750,293,50,Mollisols,4,0.230000004,50,5
660,75759:851284,75759,184,60,Inceptisols,5,0.370000005,25,5
560,75769:1565059,75769,284,55,Inceptisols,2,0.300000012,50,5
672,75774:1565077,75774,159,80,Mollisols,3,0.230000004,9,5
618,75775:1563806,75775,292,60,Mollisols,4,0.230000004,25,5
567,75781:1563450,75781,122,40,Mollisols,5,0.230000004,25,5
551,75782:854903,75782,276,75,Alfisols,5,0.300000012,25,5
544,75783:1565082,75783,278,50,Alfisols,5,0.300000012,50,5
538,75784:1565098,75784,121,55,Mollisols,5,0.230000004,50,5
563,75786:1565107,75786,283,55,Inceptisols,2,0.300000012,50,5
579,75792:1565110,75792,408,45,Inceptisols,2,0.300000012,25,5
685,75800:1564787,75800,374,55,Mollisols,2,0.230000004,50,5
798,75801:105336,75801,274,85,Inceptisols,3,0.230000004,25,5
701,75802:1563249,75802,117,85,Mollisols,5,0.159999996,50,5
593,75803:1565136,75803,307,85,Mollisols,5,0.159999996,25,5
649,75804:1565141,75804,306,85,Mollisols,5,0.159999996,8,5
665,75811:1563318,75811,223,60,Andisols,3,0.439999998,25,5
642,75814:105353,75814,224,60,Andisols,3,0.439999998,50,5
797,75816:1565143,75816,285,75,Inceptisols,2,0.300000012,50,5
824,75817:1565146,75817,282,85,Inceptisols,2,0.300000012,50,5
598,75820:1564452,75820,339,60,Inceptisols,2,0.300000012,50,5
594,75821:105365,75821,403,60,Inceptisols,3,0.300000012,25,5
610,75822:857677,75822,404,60,Inceptisols,3,0.300000012,50,5
599,75823:857678,75823,402,50,Inceptisols,3,0.300000012,25,5
749,75827:847579,75827,127,50,Inceptisols,2,0.300000012,50,5
761,75828:105379,75828,126,60,Inceptisols,2,0.300000012,50,5
734,75836:1563253,75836,123,55,Inceptisols,2,0.370000005,25,5
690,75838:1563251,75838,124,45,Inceptisols,2,0.370000005,50,5
768,75845:1563796,75845,290,45,Inceptisols,2,0.300000012,50,5
604,75846:1563794,75846,286,85,Inceptisols,2,0.300000012,25,5
792,75847:855375,75847,287,85,Inceptisols,2,0.300000012,25,5
640,75848:1563284,75848,288,45,Inceptisols,2,0.300000012,25,5
628,75849:1563299,75849,289,50,Inceptisols,2,0.300000012,50,5
821,75852:856126,75852,308,55,Mollisols,5,0.159999996,50,5
666,75859:105433,75859,340,50,Inceptisols,2,0.300000012,25,5
750,75861:1565171,75861,149,50,Inceptisols,3,0.159999996,50,5
592,75862:849195,75862,147,50,Inceptisols,3,0.159999996,25,5
636,75865:1565177,75865,148,60,Inceptisols,3,0.159999996,50,5
748,75866:1563513,75866,195,85,Inceptisols,5,0.300000012,50,5
607,75886:105490,75886,150,80,Entisols,5,0.230000004,2,5
802,75890:105497,75890,202,85,Inceptisols,4,0.159999996,25,5
721,75891:1563530,75891,203,50,Inceptisols,4,0.159999996,50,5
775,75895:105505,75895,176,85,Mollisols,2,0.090000004,5,5
639,75896:852078,75896,201,85,Inceptisols,4,0.159999996,25,5
757,75899:105509,75899,384,65,Inceptisols,2,0.090000004,25,5
725,75900:105511,75900,385,60,Inceptisols,2,0.090000004,63,5
689,75901:105514,75901,103,55,Inceptisols,5,0.370000005,25,5
657,75902:105516,75902,104,55,Inceptisols,5,0.370000005,63,5
686,75905:105525,75905,102,55,Inceptisols,5,0.370000005,63,5
694,75907:861699,75907,112,85,Inceptisols,4,0.230000004,5,5
