#grid_code,cokey,mukey,musym,comppct_r,taxorder,tfact,albedodry_r,slope_r,layernum
7035,704245:1076791,704245,278,35,Entisols,5,0.230000004,10,2
7038,704246:1076795,704246,275,35,Entisols,5,0.230000004,40,2
7188,704314:1076804,704314,346,60,Mollisols,5,0.230000004,4,2
3957,70502:98249,70502,361,90,Entisols,5,0.230000004,29,2
3866,70503:98250,70503,362,85,Entisols,5,0.230000004,43,2
3673,70569:98343,70569,421,80,Inceptisols,2,0.230000004,55,2
3987,70641:98434,70641,487,85,Mollisols,5,0.230000004,2,2
3869,70680:98478,70680,521,90,Entisols,5,0.230000004,5,2
3870,70681:98479,70681,522,90,Entisols,5,0.230000004,18,2
4162,70682:98480,70682,523,90,Entisols,5,0.230000004,43,2
3917,70683:98481,70683,524,70,Entisols,5,0.230000004,13,2
4059,70684:98483,70684,525,90,Mollisols,2,0.090000004,10,2
3919,70687:98486,70687,528,90,Entisols,5,0.230000004,8,2
3793,70688:98487,70688,529,85,Entisols,5,0.230000004,48,2
5272,70757:130102,70757,198,45,Entisols,5,0.230000004,1,2
5194,70859:98496,70859,19,45,Mollisols,3,0.159999996,45,2
5290,71219:98614,71219,83,40,Mollisols,5,0.230000004,3,2
8482,71271:98827,71271,Ac,100,Entisols,5,,5,2
8494,71280:98842,71280,AfD2,100,Aridisols,5,0.230000004,23,2
8527,71320:98917,71320,EfE2,100,Mollisols,5,0.230000004,38,2
8471,71345:98956,71345,HmA,100,Mollisols,5,0.230000004,2,2
8500,71346:98958,71346,HnA,100,Mollisols,5,0.230000004,2,2
8520,71369:99002,71369,PaB,100,Mollisols,5,0.159999996,4,2
8531,71370:99004,71370,PaD,100,Mollisols,5,0.159999996,19,2
8533,71371:99006,71371,PaD2,100,Mollisols,5,0.159999996,19,2
8529,71372:99008,71372,PaE,100,Mollisols,5,0.159999996,38,2
8532,71373:99009,71373,PaF,100,Mollisols,5,0.159999996,53,2
8563,71383:99024,71383,PmA,100,Mollisols,5,0.159999996,2,2
8560,71384:99026,71384,PoA,100,Mollisols,5,0.159999996,2,2
8526,71385:99028,71385,QcB2,60,Entisols,5,0.230000004,4,2
8489,71386:99031,71386,Qd,60,Entisols,5,0.230000004,5,2
8436,71387:99034,71387,QfD2,100,Entisols,5,0.230000004,15,2
8486,71388:99036,71388,QfF2,100,Entisols,5,0.230000004,45,2
8505,71389:99038,71389,QmB2,100,Entisols,5,0.230000004,4,2
8506,71390:99040,71390,QmC2,100,Entisols,5,0.230000004,12,2
8463,71395:99050,71395,QuB2,100,Entisols,5,0.230000004,4,2
8521,71396:99052,71396,QuC2,100,Entisols,5,0.230000004,12,2
8592,71423:99089,71423,SgC2,100,Aridisols,5,0.300000012,12,2
8573,71425:99091,71425,SgD2,100,Aridisols,5,0.300000012,23,2
8578,71427:99093,71427,SgE2,100,Aridisols,5,0.300000012,38,2
8593,71435:99101,71435,SmC2,100,Aridisols,5,0.300000012,12,2
8570,71437:99103,71437,SmD2,100,Aridisols,5,0.300000012,23,2
8589,71452:99128,71452,TsA,100,Mollisols,5,0.230000004,2,2
8442,71457:99138,71457,VaC,100,Andisols,5,0.370000005,15,2
8461,71469:99156,71469,WvB,100,Andisols,5,0.230000004,4,2
8491,71470:99157,71470,WvD2,100,Andisols,5,0.230000004,19,2
8468,71471:99158,71471,WvF2,100,Andisols,5,0.230000004,45,2
8576,71472:99159,71472,YaA,100,Mollisols,2,0.230000004,2,2
8445,71473:99161,71473,YkA,100,Mollisols,2,0.230000004,2,2
8258,71483:99325,71483,100,45,Entisols,5,0.230000004,8,2
8230,71485:99329,71485,101,40,Entisols,5,0.230000004,15,2
8378,71487:99332,71487,102,60,Entisols,5,0.230000004,8,2
8336,71489:99334,71489,103,45,Entisols,5,0.230000004,9,2
8347,71601:99425,71601,164,40,Entisols,5,0.230000004,45,2
8231,71608:99188,71608,17,75,Mollisols,5,0.230000004,1,2
8356,71682:99498,71682,217,90,Entisols,5,0.230000004,4,2
8382,71684:99500,71684,219,75,Entisols,5,0.300000012,65,2
8371,71734:99218,71734,39,45,Entisols,5,0.230000004,23,2
8367,71738:99220,71738,40,45,Entisols,5,0.230000004,45,2
8339,71747:99226,71747,43,95,Entisols,5,0.230000004,1,2
8324,71750:99228,71750,44,85,Entisols,5,0.230000004,4,2
8330,71753:99230,71753,45,85,Entisols,5,0.230000004,8,2
8344,71756:99231,71756,46,85,Entisols,5,0.230000004,13,2
8312,71763:99233,71763,48,35,Aridisols,5,0.230000004,45,2
8190,71765:99236,71765,49,70,Aridisols,5,0.230000004,50,2
8235,71889:99297,71889,85,90,Entisols,5,0.230000004,9,2
8394,71892:99299,71892,86,90,Entisols,5,0.230000004,23,2
8395,71900:99301,71900,87,90,Entisols,5,0.230000004,43,2
8260,71911:99303,71911,88,85,Entisols,5,0.230000004,8,2
8242,71914:99304,71914,89,85,Entisols,5,0.230000004,8,2
8283,71920:99306,71920,90,85,Entisols,5,0.230000004,23,2
8326,71923:99308,71923,91,85,Entisols,5,0.230000004,43,2
8236,71943:99317,71943,96,55,Entisols,5,0.230000004,23,2
8278,71945:99319,71945,97,50,Entisols,5,0.230000004,8,2
8349,71947:99321,71947,98,65,Entisols,5,0.230000004,23,2
8396,71949:99323,71949,99,65,Entisols,5,0.230000004,23,2
1933,71990:99526,71990,HcB,100,Ultisols,5,0.159999996,4,2
1930,71991:99528,71991,HcD,100,Ultisols,5,0.159999996,14,2
1943,71992:99530,71992,HcE,100,Ultisols,5,0.159999996,25,2
1942,71993:99531,71993,HcF,100,Ultisols,5,0.159999996,43,2
1976,71994:99532,71994,HgB,100,Ultisols,5,0.159999996,4,2
1975,71995:99533,71995,HgD,100,Ultisols,5,0.159999996,14,2
1951,71996:99534,71996,HhE,100,Ultisols,5,0.159999996,17,2
1956,72013:99567,72013,KeC,100,Inceptisols,5,0.159999996,9,2
1958,72014:99568,72014,KeE,100,Inceptisols,5,0.159999996,23,2
1986,72015:99569,72015,KeF,100,Inceptisols,5,0.159999996,40,2
1992,72016:99570,72016,KnF,100,Inceptisols,5,0.159999996,45,2
1921,72052:99612,72052,PhB,100,Entisols,5,0.300000012,4,2
1935,72060:99620,72060,Ro,100,Entisols,5,,78,2
1953,72061:99621,72061,SaC,100,Ultisols,5,0.159999996,9,2
2185,72169:100109,72169,133,85,Andisols,5,0.090000004,18,2
2148,72170:100112,72170,134,75,Alfisols,5,0.230000004,2,2
2131,72192:100174,72192,151,90,Entisols,5,0.300000012,2,2
2097,72193:100176,72193,152,90,Entisols,5,0.300000012,1,2
2275,72207:100213,72207,163,80,Entisols,5,0.300000012,15,2
2265,72208:100216,72208,164,80,Entisols,5,0.300000012,70,2
2238,72209:100219,72209,165,80,Entisols,5,0.300000012,15,2
2260,72219:100230,72219,168,80,Ultisols,5,0.159999996,25,2
2226,72220:100233,72220,169,80,Ultisols,5,0.159999996,48,2
2212,72227:100236,72227,170,70,Ultisols,5,0.159999996,78,2
2130,72256:100313,72256,192,80,Ultisols,3,0.159999996,4,2
2076,72257:100316,72257,193,80,Ultisols,3,0.159999996,14,2
2050,72259:100320,72259,194,80,Ultisols,3,0.159999996,25,2
2269,72267:99716,72267,20,85,Entisols,2,0.300000012,1,2
2246,72285:100380,72285,211,80,Entisols,5,0.300000012,10,2
2078,72431:99756,72431,32,85,Inceptisols,5,0.230000004,2,2
2066,72445:99763,72445,35,85,Entisols,5,0.300000012,1,2
2057,72448:99766,72448,36,85,Entisols,5,0.300000012,3,2
2127,72452:99769,72452,37,85,Entisols,5,0.300000012,10,2
2181,72457:99771,72457,38,85,Entisols,5,0.300000012,23,2
2216,72473:99773,72473,39,80,Entisols,5,0.300000012,10,2
2288,72517:99668,72517,5,95,Entisols,5,0.230000004,3,2
2248,72534:99819,72534,52,75,Entisols,5,0.300000012,15,2
2274,72540:99823,72540,53,80,Entisols,5,0.300000012,70,2
2128,72622:99670,72622,6,85,Inceptisols,5,0.159999996,18,2
2557,73147:100929,73147,104,85,Histosols,3,0.090000004,1,2
2561,73148:100933,73148,105,85,Histosols,2,0.02,1,2
2554,73159:100962,73159,115,85,Inceptisols,5,0.230000004,2,2
2506,73175:100727,73175,14,85,Inceptisols,5,0.159999996,2,2
2530,73209:100800,73209,45,100,Entisols,5,0.25,1,2
2630,73226:100833,73226,60,100,Alfisols,5,0.300000012,18,2
2631,73227:100835,73227,61,100,Alfisols,5,0.300000012,48,2
2514,73235:100850,73235,69,85,Histosols,3,,1,2
2527,73237:100852,73237,70,85,Histosols,3,,1,2
2559,73238:100855,73238,71,85,Mollisols,5,0.159999996,2,2
2564,73239:100858,73239,72,85,Mollisols,5,0.159999996,2,2
2540,73252:100884,73252,84,85,Entisols,5,0.159999996,2,2
2544,73256:100894,73256,88,85,Entisols,5,0.230000004,2,2
2573,73262:100908,73262,93,100,Ultisols,5,0.159999996,18,2
2562,73263:100911,73263,94,100,Ultisols,5,0.159999996,48,2
5768,73270:100996,73270,Ad,100,Entisols,5,0.230000004,2,2
5850,73291:101026,73291,BuA,100,Mollisols,5,0.159999996,2,2
5795,73292:101027,73292,BuB,100,Mollisols,5,0.159999996,6,2
5862,73293:101028,73293,BuC,100,Mollisols,5,0.159999996,12,2
5855,73294:101029,73294,BuD,100,Mollisols,5,0.159999996,20,2
5872,73295:101030,73295,BuE,100,Mollisols,5,0.159999996,35,2
5839,73296:101031,73296,BvA,100,Mollisols,5,0.159999996,2,2
5838,73297:101032,73297,BvB,100,Mollisols,5,0.159999996,6,2
5864,73298:101033,73298,BvC,100,Mollisols,5,0.159999996,12,2
5861,73299:101035,73299,BvD,100,Mollisols,5,0.159999996,20,2
5842,73301:101039,73301,CaB,100,Mollisols,5,0.159999996,6,2
5892,73302:101040,73302,CaC,100,Mollisols,5,0.159999996,12,2
5818,73308:101046,73308,CeD,100,Mollisols,5,0.159999996,13,2
5846,73353:101096,73353,Le,100,Mollisols,5,0.159999996,2,2
5826,73365:101109,73365,NaD,100,Alfisols,5,0.230000004,17,2
5825,73366:101110,73366,NaE,100,Alfisols,5,0.230000004,35,2
5822,73367:101111,73367,NaF,100,Alfisols,5,0.230000004,55,2
5823,73368:101112,73368,NdF2,90,Alfisols,5,0.230000004,45,2
5773,73383:101128,73383,QuC,100,Entisols,5,0.230000004,8,2
5783,73398:101145,73398,Te,100,Entisols,5,0.230000004,45,2
5909,73401:101148,73401,TrD,100,Mollisols,5,0.159999996,17,2
5910,73402:101149,73402,TrE,100,Mollisols,5,0.159999996,35,2
3020,73457:101224,73457,19,100,Entisols,5,0.230000004,75,2
3022,73458:101178,73458,2,90,Entisols,5,0.230000004,65,2
3065,73469:101240,73469,27,85,Andisols,5,0.230000004,25,2
3078,73470:101242,73470,28,40,Andisols,5,0.230000004,48,2
3051,73481:101267,73481,37,100,Inceptisols,5,0.230000004,9,2
2989,73484:101182,73484,4,85,Inceptisols,5,0.159999996,2,2
3004,73488:101285,73488,43,85,Histosols,3,0.059999999,1,2
3000,73500:101306,73500,53,85,Entisols,5,0.370000005,2,2
3058,73501:101310,73501,54,100,Andisols,5,0.230000004,3,2
3086,73502:101313,73502,55,40,Andisols,5,0.230000004,3,2
2353,73536:101551,73536,102,80,Entisols,5,0.370000005,2,2
2379,73542:101566,73542,108,45,Histosols,3,0.090000004,1,2
2394,73569:101616,73569,132,80,Histosols,2,0.02,1,2
2328,73570:101620,73570,133,70,Histosols,3,0.02,1,2
2444,73573:101629,73573,136,100,Andisols,3,0.230000004,18,2
2482,73574:101631,73574,137,100,Andisols,3,0.230000004,48,2
2457,73575:101632,73575,138,100,Inceptisols,5,0.230000004,2,2
2409,73580:101642,73580,142,100,Inceptisols,5,0.159999996,18,2
2366,73584:101648,73584,146,100,Entisols,5,0.200000003,1,2
2391,73585:101649,73585,147,100,Entisols,5,0.200000003,1,2
2407,73587:101652,73587,149,100,Andisols,5,0.230000004,5,2
2402,73589:101654,73589,150,100,Andisols,5,0.230000004,19,2
2466,73590:101655,73590,151,100,Andisols,5,0.230000004,48,2
2470,73591:101656,73591,152,100,Andisols,5,0.230000004,18,2
2399,73592:101657,73592,153,90,Entisols,5,0.159999996,7,2
2390,73611:101395,73611,19,100,Andisols,5,0.159999996,5,2
2375,73613:101398,73613,20,100,Andisols,5,0.159999996,19,2
2360,73614:101400,73614,21,100,Andisols,5,0.159999996,5,2
2460,73615:101402,73615,22,100,Andisols,5,0.159999996,19,2
2445,73633:101436,73633,39,100,Entisols,5,0.230000004,1,2
2488,73635:101437,73635,40,90,Andisols,5,0.230000004,5,2
2487,73636:101440,73636,41,90,Andisols,5,0.230000004,19,2
2475,73637:101443,73637,42,100,Andisols,5,0.230000004,48,2
2342,73638:101444,73638,43,90,Entisols,5,0.300000012,2,2
2396,73645:101370,73645,5,100,Inceptisols,5,0.230000004,6,2
2450,73646:101459,73646,50,100,Andisols,5,0.230000004,19,2
2452,73647:101460,73647,51,100,Andisols,5,0.230000004,48,2
2480,73648:101461,73648,52,90,Andisols,5,0.230000004,5,2
2479,73649:101464,73649,53,100,Andisols,5,0.230000004,19,2
2481,73650:101466,73650,54,100,Andisols,5,0.230000004,48,2
2389,73656:101373,73656,6,90,Inceptisols,5,0.230000004,19,2
2405,73662:101483,73662,65,100,Andisols,5,0.230000004,5,2
2406,73663:101485,73663,66,90,Andisols,5,0.230000004,19,2
2313,736631:1100915,736631,271,100,Alfisols,5,0.230000004,19,2
2484,73664:101487,73664,67,100,Andisols,5,0.230000004,18,2
2458,73667:101376,73667,7,100,Inceptisols,5,0.230000004,48,2
2472,73685:101521,73685,86,100,Andisols,5,0.090000004,18,2
2476,73686:101523,73686,87,100,Andisols,5,0.090000004,48,2
2420,73689:101379,73689,9,100,Andisols,5,0.090000004,2,2
2938,73721:101726,73721,CGB,100,Andisols,5,0.230000004,4,2
2944,73722:101728,73722,CND,55,Andisols,5,0.230000004,4,2
2948,73723:101731,73723,CVB,60,Andisols,5,0.230000004,4,2
2926,73724:101733,73724,CaC,100,Inceptisols,5,0.300000012,8,2
2915,73725:101734,73725,CaD,100,Inceptisols,5,0.300000012,23,2
2969,73772:101806,73772,ITD,100,Andisols,5,0.230000004,15,2
2963,73773:101808,73773,ITF,100,Andisols,5,0.230000004,45,2
2967,73779:101815,73779,KCC,100,Andisols,3,0.300000012,8,2
2860,73793:101839,73793,Mm,45,Histosols,3,0.02,1,2
2860,73793:101840,73793,Mm,45,Histosols,3,0.02,1,2
2979,73809:101867,73809,SC,100,Inceptisols,5,0.159999996,3,2
2878,73813:101874,73813,SaB,100,Andisols,5,0.02,4,2
2852,73824:101895,73824,Td,100,Entisols,5,,1,2
69,73959:102387,73959,159,100,Andisols,5,0.159999996,18,2
5,74040:102543,74040,231,85,Histosols,3,0.230000004,1,2
104,74162:102253,74162,86,100,Andisols,5,0.230000004,23,2
227,74163:102254,74163,87,100,Andisols,5,0.230000004,48,2
195,74164:102256,74164,88,100,Andisols,5,0.230000004,78,2
90,74166:102116,74166,9,85,Entisols,4,0.370000005,4,2
2782,74179:102679,74179,10,100,Entisols,2,0.300000012,58,2
2808,74204:102731,74204,33,85,Histosols,3,0.159999996,1,2
2817,74233:102671,74233,6,85,Inceptisols,5,0.159999996,2,2
1524,74248:103013,74248,104,100,Entisols,5,0.090000004,2,2
1634,74281:103090,74281,133,100,Andisols,5,0.090000004,2,2
1483,74282:103093,74282,134,100,Andisols,5,0.090000004,18,2
1618,74322:103180,74322,170,100,Entisols,5,0.230000004,2,2
1637,74323:103182,74323,171,90,Mollisols,2,0.230000004,2,2
1527,74361:103262,74361,205,100,Histosols,3,0.230000004,1,2
1487,74382:103303,74382,224,100,Andisols,5,0.230000004,19,2
1475,74400:103323,74400,240,100,Alfisols,5,0.230000004,4,2
1452,74401:103325,74401,241,100,Alfisols,5,0.230000004,19,2
1446,74407:103340,74407,247,100,Entisols,5,0.439999998,10,2
1497,74415:103354,74415,254,100,Inceptisols,5,0.300000012,19,2
1503,74442:102901,74442,49,100,Andisols,5,0.090000004,4,2
1633,74443:102815,74443,5,100,Inceptisols,5,0.090000004,15,2
1489,74444:102905,74444,50,100,Andisols,5,0.090000004,12,2
1525,74445:102910,74445,51,100,Andisols,5,0.090000004,23,2
1567,74446:102913,74446,52,100,Andisols,5,0.090000004,48,2
1473,74449:102919,74449,55,100,Inceptisols,5,0.300000012,19,2
1502,74450:102921,74450,56,100,Inceptisols,5,0.300000012,48,2
1500,74456:102928,74456,61,100,Mollisols,5,0.230000004,2,2
1499,74491:102994,74491,92,95,Entisols,5,0.230000004,2,2
2730,74504:103365,74504,Ae,100,Inceptisols,5,0.090000004,10,2
2727,74505:103367,74505,Af,100,Inceptisols,5,0.090000004,23,2
2643,74509:103375,74509,Bd,100,Inceptisols,5,0.090000004,2,2
2720,74510:103377,74510,Be,100,Inceptisols,5,0.090000004,2,2
2642,74570:103467,74570,Ja,100,Entisols,2,0.230000004,2,2
2689,74571:103469,74571,Jb,100,Entisols,2,0.230000004,2,2
2668,74572:103471,74572,Jc,100,Entisols,3,0.230000004,2,2
2653,74573:103473,74573,Jd,100,Entisols,2,0.230000004,2,2
2637,74594:103507,74594,Mg,100,Histosols,3,0.090000004,1,2
2677,74601:103519,74601,Nf,100,Entisols,5,0.300000012,2,2
2638,74602:103521,74602,Oa,100,Histosols,3,0.230000004,1,2
2714,74604:103523,74604,Pa,100,Entisols,5,0.300000012,2,2
2715,74605:103525,74605,Pb,100,Entisols,5,0.300000012,2,2
2709,74606:103527,74606,Pc,100,Entisols,5,0.300000012,2,2
2660,74610:103534,74610,Rc,50,Entisols,5,,45,2
2771,74612:103540,74612,Re,50,Entisols,5,,40,2
2756,74614:103546,74614,Sb,100,Histosols,3,0.090000004,1,2
2707,74615:103547,74615,Sc,100,Histosols,3,0.090000004,6,2
2751,74630:103573,74630,Sv,100,Inceptisols,5,0.159999996,1,2
2719,74631:103575,74631,Ta,100,Entisols,2,0.159999996,1,2
2658,74632:103576,74632,Tb,100,Histosols,1,0.090000004,1,2
2766,74634:103578,74634,Td,100,Inceptisols,5,0.230000004,10,2
2763,74635:103580,74635,Te,100,Inceptisols,5,0.230000004,23,2
2776,74637:103582,74637,Tg,100,Inceptisols,5,0.230000004,10,2
2767,74638:103584,74638,Th,100,Inceptisols,5,0.230000004,23,2
2778,74640:103588,74640,Tm,50,Inceptisols,5,0.230000004,23,2
2679,74641:103590,74641,Tn,100,Entisols,5,,1,2
1422,74647:103631,74647,10C,100,Andisols,5,0.159999996,11,2
1420,74648:103633,74648,10D,100,Andisols,5,0.159999996,23,2
1421,74649:103634,74649,10E,100,Andisols,5,0.159999996,38,2
1352,74650:103635,74650,11A,85,,5,,3,2
1347,74662:103661,74662,18B,85,Entisols,5,0.230000004,3,2
1350,74663:103663,74663,18C,100,Entisols,5,0.230000004,11,2
1349,74664:103665,74664,18E,100,Entisols,5,0.230000004,30,2
1391,74684:103701,74684,28A,100,Mollisols,5,0.230000004,2,2
1401,74701:103609,74701,3B,100,Andisols,2,0.159999996,3,2
1399,74702:103611,74702,3C,100,Andisols,2,0.159999996,11,2
1403,74703:103612,74703,3D,100,Andisols,2,0.159999996,23,2
1402,74704:103613,74704,3E,100,Andisols,2,0.159999996,38,2
1348,74717:103614,74717,4A,100,Inceptisols,5,0.230000004,1,2
1377,74723:103626,74723,8A,85,Inceptisols,3,0.159999996,1,2
457,74727:103781,74727,10,100,Inceptisols,3,0.230000004,2,2
407,74738:103786,74738,11,100,Inceptisols,3,0.230000004,1,2
484,74747:103994,74747,118,100,Entisols,5,0.230000004,2,2
491,74775:104060,74775,143,100,Histosols,2,0.300000012,1,2
510,74776:104061,74776,144,100,Entisols,5,0.370000005,2,2
410,74792:104097,74792,159,100,Entisols,5,0.230000004,4,2
508,74799:104111,74799,165,100,Entisols,5,0.300000012,3,2
402,74835:103868,74835,49,100,Entisols,5,0.439999998,3,2
418,74837:103869,74837,50,100,Entisols,5,0.439999998,65,2
444,74861:103908,74861,72,100,Entisols,5,0.159999996,1,2
499,74890:103960,74890,99,100,Inceptisols,5,0.300000012,60,2
329,74904:104170,74904,20,85,Entisols,5,0.300000012,1,2
309,74957:104304,74957,69,85,Histosols,2,0.230000004,2,2
312,74958:104137,74958,7,85,Inceptisols,5,0.230000004,2,2
330,74972:104347,74972,82,100,Entisols,5,0.159999996,2,2
943,74984:104623,74984,107,85,Andisols,5,0.230000004,1,2
934,74987:104367,74987,11,85,Inceptisols,5,0.230000004,1,2
907,74992:104644,74992,114,100,Andisols,5,0.300000012,70,2
906,74993:104645,74993,115,85,Entisols,5,0.300000012,1,2
919,74994:104649,74994,116,85,Histosols,3,,1,2
1018,74997:104661,74997,119,85,Entisols,5,0.090000004,2,2
902,75002:104669,75002,123,85,Entisols,5,0.370000005,1,2
913,75025:104717,75025,144,50,Histosols,2,0.219999999,1,2
1020,75034:104746,75034,152,85,Entisols,5,0.230000004,2,2
1052,75047:104774,75047,164,85,Entisols,5,0.370000005,1,2
1010,75054:104786,75054,170,85,Entisols,5,0.25,1,2
1072,75074:104862,75074,189,100,Entisols,5,0.230000004,4,2
1025,75081:104401,75081,21,100,Histosols,3,,1,2
896,75082:104402,75082,22,85,Entisols,5,0.230000004,1,2
989,75083:104406,75083,23,50,Entisols,5,0.230000004,1,2
1009,75138:104544,75138,73,85,Entisols,5,0.300000012,1,2
955,75140:104549,75140,75,100,Entisols,5,0.239999995,1,2
5614,75301:104943,75301,1,85,Alfisols,5,0.370000005,18,2
5617,75386:104944,75386,2,85,Alfisols,5,0.300000012,43,2
6737,76140:106155,76140,105,85,Entisols,5,0.159999996,4,2
6736,76141:106156,76141,106,85,Entisols,5,0.159999996,12,2
6779,76142:106157,76142,107,85,Entisols,5,0.159999996,23,2
6750,76144:106160,76144,108,50,Entisols,5,0.159999996,8,2
6764,76145:106162,76145,109,50,Entisols,5,0.159999996,23,2
6442,76162:106192,76162,123A,90,Alfisols,3,0.230000004,5,2
6479,76198:106210,76198,181,90,Inceptisols,5,0.230000004,1,2
6666,76208:106219,76208,196,90,Mollisols,5,0.159999996,1,2
6523,76258:106270,76258,281,95,Entisols,5,0.230000004,14,2
6610,76269:106279,76269,297,90,Mollisols,5,0.230000004,23,2
6584,76271:106281,76271,298,50,Mollisols,5,0.230000004,23,2
6579,76272:106283,76272,299,55,Mollisols,5,0.230000004,45,2
6512,76348:106385,76348,450,95,Entisols,5,0.300000012,4,2
6551,76349:106389,76349,451,90,Entisols,5,0.300000012,8,2
6465,76351:106397,76351,453,85,Entisols,5,0.300000012,23,2
6702,76454:106490,76454,724C,50,Mollisols,5,0.159999996,40,2
6759,76458:106496,76458,727,95,Mollisols,5,0.159999996,23,2
6490,76468:106009,76468,73A,90,Alfisols,5,0.230000004,5,2
6477,76469:106010,76469,73B,90,Alfisols,5,0.230000004,12,2
6481,76470:106011,76470,73C,85,Alfisols,5,0.230000004,23,2
6625,76483:106512,76483,756,90,Mollisols,5,0.230000004,9,2
6658,76485:106514,76485,758,90,Mollisols,5,0.230000004,48,2
6740,76489:106517,76489,761,90,Mollisols,5,0.230000004,8,2
6735,76492:106524,76492,764,85,Mollisols,5,0.230000004,18,2
6515,76500:106018,76500,76C,95,Alfisols,5,0.159999996,40,2
6775,76516:106561,76516,791,85,Mollisols,5,0.230000004,8,2
6755,76517:106562,76517,792,85,Mollisols,5,0.230000004,13,2
6741,76524:106566,76524,798,85,Alfisols,5,0.230000004,18,2
6761,76525:106567,76525,799,85,Alfisols,5,0.230000004,48,2
6394,76536:106041,76536,86A,95,Andisols,5,0.230000004,5,2
6514,76537:106042,76537,86B,95,Andisols,5,0.230000004,12,2
6544,76538:106043,76538,86C,90,Andisols,5,0.230000004,23,2
6554,76539:106044,76539,86D,85,Andisols,5,0.230000004,38,2
